index,text
高开冲,5
过程,5
冲过,5
回避,5
我要,5
经验,5
放弃,5
传媒,5
没钱,5
06.09,5
学会,5
德行,5
不觉,5
自然,5
受益,5
获利盘,5
研究,5
互联网,5
清,5
好像,5
见好就收,5
2980,5
好久没,5
六个,5
狂拉,5
报道,5
之道,5
慢牛,5
脸,5
水泥,5
轮动,5
看涨,5
几句,5
铜业,5
平安,5
微跌,5
怀疑,5
走高,5
多只,5
知识,5
想象,5
没赚,5
见到,5
太大,5
TCL,5
之上,5
玩吧,5
确认,5
不上不下,5
是从,5
生命,5
天大,5
守,5
电路,5
赚大,5
狼,5
涨得,5
一家,5
预判,5
发生,5
盘前,5
新低,5
三分,5
不改,5
挣,5
跌得,5
千多,5
埋,5
净流入,5
跌惨,5
活跃,5
可怕,5
鬼,5
指标股,5
牛气,5
日收评,5
常态,5
版,5
天花,5
入手,5
讲,5
二十,5
6.10,5
唯一,5
线图,5
第一波,5
背,5
久盘,5
各股,5
冲上,5
失败,5
运气,5
基础,5
达,5
40%,5
一涨,5
潜力,5
额,5
控盘,5
股神,5
当天,5
早安,5
2932,5
财务,5
买股,5
特斯,5
醒醒,5
投,5
钢铁股,5
威武,5
要大涨,5
酱油,5
反复,5
没什么,5
出局,5
2%,5
同兴,5
啥时候,5
千股,5
七个,5
上半年,5
跑跑,5
酒鬼,5
天花板,5
牛来,5
寻找,5
A50,5
欧股,5
每股,5
万回本,5
小幅度,5
开发,5
一倍,5
涨时,5
震,5
20200610,5
百日,5
光刻胶,5
跑步,5
梦,5
派,5
手上,5
2940,5
下车,5
白线,5
礼拜,5
恢复,5
博弈,5
依然,5
票子,5
巴菲特,5
打板,5
佳云,5
必上,5
实实,5
经营,5
组合,5
中兴通讯,5
榜,5
动力,5
攻,5
家数,5
不让,5
放心,5
乱,5
系列,5
市盈率,5
早就,5
老板,5
景津,5
菲特,5
联网,5
时空,5
一分,5
关,5
滞涨,5
集成,5
害怕,5
黄线,5
飞机,5
七月,5
中信证券,5
赔,5
张,5
无奈,5
凉凉,5
几点,5
之二,5
广,5
五天,5
点多,4
悬念,4
压制,4
特,4
0.12,4
光刻机,4
乏力,4
剩下,4
破位,4
微电子,4
多单,4
认同,4
摆地摊,4
黄斌汉,4
上周四,4
糖业,4
理性,4
二季,4
选,4
背景,4
弄,4
变化,4
十二,4
棍,4
条件,4
剧情,4
中银,4
受阻,4
理论,4
逃,4
怎么回事,4
文化,4
氢,4
虽少,4
指教,4
今天下午,4
总资产,4
别撑,4
盼,4
愿,4
逢高卖出,4
身边,4
验证,4
多方,4
医疗器械,4
砖家,4
666,4
什,4
面对,4
中科,4
2.30,4
看戏,4
两年,4
编制,4
何时能,4
一两,4
惯性,4
一个点,4
值,4
腿,4
云南铜业,4
苹果,4
蓝色,4
腾飞,4
成立,4
喷,4
不死不活,4
阴,4
世纪,4
私募,4
走法,4
作用,4
3050,4
x,4
昨夜,4
末端,4
昨天晚上,4
传统,4
啤酒,4
电信,4
道琼斯,4
百分百,4
碾压,4
没错,4
整天,4
普跌,4
点有,4
高开底,4
午评,4
明明,4
妙,4
午前,4
多月,4
一群,4
大波,4
张江,4
一是,4
道理,4
涨到,4
入,4
太高,4
社保,4
设备,4
鼠年,4
恒瑞,4
要冲,4
涨不动,4
画,4
新赛,4
百年,4
离开,4
改革,4
爱尔,4
现,4
一共,4
琢磨,4
一切都是,4
慌,4
退潮,4
控,4
篇,4
光标,4
....,4
000883,4
筑,4
科达,4
原地,4
星期六,4
成电,4
大限,4
此轮,4
烈日,4
最低点,4
直播,4
能量,4
跌下去,4
牛牛,4
2960,4
M,4
药,4
自贸区,4
2922,4
星期四,4
口气,4
商,4
导致,4
谨防,4
精准,4
成果,4
最佳,4
上演,4
周压,4
千亿,4
2855,4
来个,4
不看,4
跌到,4
不进,4
器械,4
卷商,4
你好,4
打卡,4
跌时,4
最少,4
争夺,4
偏,4
便宜,4
赌,4
做顶,4
主板,4
睡觉,4
股大涨,4
建,4
三遍,4
科创,4
说好,4
鸡狗,4
始终,4
普涨,4
声明,4
数年,4
看法,4
害人,4
解套,4
平衡,4
创维,4
数量,4
高价,4
玩意儿,4
妖,4
精密,4
网红,4
风格,4
半个,4
2500,4
港股,4
转换,4
三四,4
牙,4
收阳,4
利率,4
最高点,4
锁仓,4
金丹,4
2938,4
星期五,4
上扬,4
蹦,4
五十,4
章鱼,4
老老,4
W,4
媒体,4
梳理,4
行业龙头,4
尿性,4
轴,4
骂,4
双塔,4
碰,4
场外,4
缩水,4
弯路,4
坚信,4
实在,4
沉浮,4
展开,4
股灾,4
六十,4
拿下,4
收益率,4
三维,4
耍流氓,4
洪涛,4
份,4
呲,4
准,4
个人观点,4
发贴,4
不见,4
毛,4
2830,4
早晨,4
夏天,4
琼斯,4
消,4
焊死,4
金,4
财经,4
年线,4
上交,4
派发,4
到时候,4
星期二,4
名字,4
即将来临,4
现金,4
一笔,4
接,4
转折,4
期指,4
人性,4
冲冲,4
吐血,4
没用,4
st,4
搅,4
算是,4
赵,4
一生,4
绝大多数,4
好日子,4
完毕,4
一个亿,4
房,4
玩玩,4
太累,4
后期,4
黎明,4
现象,4
销户,4
饮食,4
刀,4
追进,4
财富网,4
净,4
艺术,4
第一个,4
很快,4
心中,4
五月,4
苦,4
格力电器,4
态势,4
往上,4
热,4
补涨,4
看清,4
鸡,4
大顶,4
疲软,4
压,4
阴棒,4
面板,4
收到,4
现价,4
再创,4
气死,4
太久,4
上交所,4
价,4
平,4
货,4
剩余,4
剔除,4
来回,4
大北,4
股跌,4
回顾,4
知名,4
股票市场,4
玩儿,4
变绿,4
集成电路,4
无视,4
眼科,4
较强,4
咨询,4
6.5,4
年前,4
有钱,4
精,4
悬,4
不停,4
挑战,4
退出,4
狠,4
十几个,4
态度,4
静静,4
文章,4
忘记,4
磨叽,4
拐点,4
缺必补,4
白色,4
强轨,4
皆,4
稳稳,4
深市,4
联合,4
想涨,4
也许,4
全世界,4
头条,4
赌徒,4
股通,4
踏步,4
暴风雨,4
本事,4
无关,4
看少动,4
抛出,4
必补,4
缺钱,4
指望,4
神马,4
强攻,4
太少,4
增加,4
记录时间,4
南,4
股要,4
狂欢,4
没戏,4
中长期,4
心得,4
山,4
调,4
就行,4
两种,4
发大财,4
理想,4
模拟,4
防御,4
白马股,4
帮忙,4
绩优股,4
好玩,4
洗洗,4
涨少,4
每周,4
侠,4
第二天,4
论坛,4
熊,4
需求,4
拉斯,4
浮盈,3
惊,3
日到,3
强于,3
大唐电信,3
多家,3
捡,3
主题,3
十三,3
港,3
沉默,3
杠杠,3
王府井,3
消息面,3
华西,3
硬撑,3
王道,3
中大,3
窜,3
溜,3
可爱,3
万马,3
两次,3
乌龙,3
无大,3
杠杆,3
起跳,3
四大,3
一辈子,3
难以,3
补仓,3
横着,3
个头,3
250,3
泡沫,3
几次,3
海洋,3
已建底,3
网络,3
不死,3
蓝,3
雨天,3
清晰,3
专,3
五粮液,3
意味着,3
走来,3
三利,3
空拉,3
子,3
成份,3
为证,3
藏药,3
阴阳,3
买涨,3
期间,3
交易者,3
飘红,3
供应,3
后续,3
彩虹,3
道路,3
伙伴,3
触及,3
生,3
东海,3
全部都是,3
兑现,3
专业,3
十米,3
总亏,3
冠军,3
大道,3
2852,3
稳步,3
KDJ,3
美国股市,3
解盘,3
自娱,3
二千,3
扭捏,3
浪费,3
劲胜,3
扩容,3
细品,3
浙江,3
制度,3
实,3
分批,3
萎缩,3
率先,3
利税,3
投入,3
高台,3
试探,3
杂谈,3
玫瑰,3
北斗,3
吓死,3
微绿红,3
中央,3
退,3
已现,3
太好,3
故事,3
指南,3
打脸,3
天线,3
内外,3
涨回去,3
保护,3
指点,3
有空,3
爬,3
OLED,3
研报,3
不该,3
妥妥,3
关键点,3
后腿,3
期货市场,3
推迟,3
长春,3
懂得,3
生存,3
深证,3
留言,3
场内,3
疫苗,3
能红,3
复利,3
之星,3
大市,3
建材,3
人寿,3
平平,3
见底,3
地板,3
火爆,3
铁顶,3
办法,3
坐,3
全红,3
象,3
本质,3
金融股,3
此生,3
感恩,3
增量,3
择机,3
到达,3
系统,3
自乐,3
变动,3
趋,3
手续,3
恐惧,3
算法,3
基站,3
食品饮料,3
7000,3
老股,3
四只,3
屏幕,3
起步,3
卖点,3
题材股,3
SH601696,3
金科,3
激光,3
成就,3
犊子,3
该股,3
走低,3
海外,3
扭扭,3
之际,3
不争,3
大道至简,3
欢喜,3
留下,3
猴急,3
一口,3
挨,3
艰难,3
焊,3
喝,3
渣,3
贷款,3
问君,3
123,3
猎鹰,3
外汇,3
大小,3
蜗牛,3
财,3
2915,3
师傅,3
算了,3
韧性,3
稳中,3
海选,3
切记,3
西藏,3
过后,3
高潮,3
2957,3
不堪,3
6.1,3
资,3
成份股,3
低迷,3
千军万马,3
挺住,3
太差,3
特征,3
低调,3
亏本,3
热度,3
场,3
收阴,3
量价,3
大牛股,3
急跌,3
六点,3
创出,3
左,3
电视,3
克拉斯,3
除权,3
前所,3
典型,3
从来不,3
体会,3
小票,3
战法,3
规划,3
计算机,3
自娱自乐,3
庄主,3
总算,3
1500,3
吸引,3
卡,3
申购,3
不休,3
东财,3
靠近,3
水,3
增,3
哥们,3
出息,3
起不来,3
铁定,3
冲锋号,3
点时,3
不开,3
银狐,3
自主,3
诚邦,3
所有人,3
晃悠,3
万事,3
颜色,3
上周末,3
悠悠,3
澄星,3
5178,3
规则,3
阳,3
煤炭,3
两周,3
领先,3
猛,3
墙,3
炒股票,3
冲顶,3
聪明人,3
无边,3
XD,3
西藏药业,3
就业,3
2200,3
真不知道,3
小伙,3
绿盘,3
提,3
20200608,3
直奔,3
技术指标,3
6000,3
外,3
假摔,3
一个多,3
聚集,3
能涨,3
直线,3
晶方,3
月初,3
怕怕,3
求解,3
千军,3
成交额,3
方新侠,3
姚记,3
超短,3
再涨,3
谱,3
营收,3
名医,3
好处,3
咋们,3
出手,3
抛压,3
僵尸,3
空炮,3
江山,3
百多,3
幸福,3
看点,3
高地,3
关闭,3
一二,3
油,3
俱备,3
一字板,3
时期,3
静待,3
早点,3
南方,3
待涨,3
大哥,3
万事俱备,3
高铁,3
进军,3
威奥,3
报,3
主,3
分时图,3
呼吸,3
大忌,3
叨叨,3
奇迹,3
涨涨,3
尝试,3
股评,3
小股,3
浩瀚,3
终,3
降低,3
创指,3
已成,3
坑人,3
惟有,3
忽略,3
一会,3
没破,3
恒瑞医药,3
安排,3
忙,3
意味,3
多半,3
万块,3
奶奶,3
有限公司,3
品,3
五穷六绝,3
惊天,3
突发,3
补不上,3
阻力位,3
BB,3
明人,3
套套,3
光学,3
转空,3
几十,3
缩,3
此股,3
002988,3
横,3
三大唱空,3
高于,3
可笑,3
不发力,3
指日,3
大面,3
全跌,3
低于,3
持,3
遇阻,3
纠结,3
降临,3
大唐,3
来到,3
借鉴,3
宁德,3
经典,3
今明,3
意淫,3
地球,3
岩石,3
偷偷,3
哥哥,3
一辈,3
自我,3
借壳,3
抱,3
300339,3
大牛,3
任性,3
高价股,3
半山,3
002060,3
迷失,3
通通,3
色,3
仅供,3
持续性,3
真会,3
2935,3
半夜,3
供应商,3
接受,3
修正,3
二季度,3
无语,3
高高,3
旗帜,3
永泰,3
胆大,3
宿命,3
不及,3
疾风,3
死气沉沉,3
熬,3
该涨,3
充足,3
穿,3
重重,3
专注,3
效果,3
更惨,3
金额,3
洗出,3
怂,3
有缘,3
冲刺,3
郁闷,3
答案,3
自信,3
大北农,3
兴趣,3
压着,3
装模作样,3
感,3
零售,3
猛如虎,3
该来,3
小康,3
浮亏,3
午间,3
双头,3
冷链,3
晚间,3
可怜,3
扭扭捏捏,3
星星,3
增持,3
发帖子,3
傻瓜,3
8.5,3
闪,3
不小,3
误差,3
之内,3
买券伤,3
老股民,3
跟上,3
子公司,3
反杀,3
救救,3
后悔,3
除息,3
尊重,3
伊利,3
空方,3
老铁,3
一条,3
别想,3
高台跳水,3
很难,3
十一,3
证监,3
二级,3
题目,3
更大,3
一早,3
临近,3
运动,3
不争气,3
大幅度,3
欣赏,3
今天上午,3
众人,3
一个多月,3
功能,3
假阳,3
轻松,3
涨跌幅,3
上角,3
硬核,3
阳光,3
阿里,3
四季,3
图表,3
追进去,3
八月,3
供参考,3
献,3
醒来,3
B,3
0609,3
大底,3
三季,3
新人,3
几率,3
0608,3
佯攻,3
干什么,3
粉丝,3
再来,3
收工,3
夜,3
万科,3
你品,3
东,3
习惯性,3
空中,3
沉沉,3
时光,3
单次,3
联社,3
3200,3
4500,3
见识,3
语言,3
安全感,3
百分之二,3
犯,3
想想,3
实施,3
死叉,3
饮料,3
挖掘,3
省,3
一身,3
几家,3
精确,3
寻常,3
土地,3
S,3
新海,3
解期,3
撑不住,3
2951,3
趴着,3
买过,3
半天,3
不卖,3
新开,3
应对,3
中大阳,3
听说,3
主动,3
城市,3
认知,3
算机,3
化,3
老美,3
跟进,3
用电,3
发出,3
序列,3
兆易,3
明星,3
留恋,3
爆拉,3
意,3
合适,3
中旬,3
2.5,3
吖,3
区别,3
势头,3
不上,3
事实,3
2440,3
名医药,3
一碗,3
仅供参考,3
平常,3
没法,3
解禁,3
寂寞,3
0.5,3
封板,3
犬商,3
绝大部分,3
2820,3
地天板,3
事件,3
旧,3
家伙,3
回档,3
微低,3
误区,3
中长线,3
补补,3
委托,3
潜伏,3
跌进,3
王府,3
多天,3
一大,3
欧派,3
可期,3
提供,3
一入,3
囧,3
亏死,3
字号,3
领,3
通信,3
平均,3
能力,3
通,3
防务,3
大跳水,3
安静,3
催,3
挖坑,3
尝,3
克拉,3
无所,3
擎天,3
中签,3
貌似,3
司太立,3
挣扎,3
新冠,3
准确,3
深刻,3
种种,3
迎接,3
老牌,3
别看,3
米面,3
路上,3
整整,3
大海,3
光拉,3
看美股,3
我空仓,3
定时,3
老乡,3
轻,3
有戏,3
别问,3
副,3
提到,3
跌穿,3
cp,3
别演,3
迟迟,3
姿势,3
105,3
拐头,3
80%,3
魅力,3
落后,3
500,3
大关,3
康恩贝,3
鹏,3
意见,3
废话,2
正位,2
国字,2
排行,2
放下,2
前会,2
跪求,2
对劲,2
不易,2
科创板,2
雄起,2
282,2
过分,2
逃顶,2
福晶,2
北斗星,2
某股,2
余,2
吓死人,2
高度,2
拟,2
慢,2
大干,2
价格比,2
两分,2
大踏步,2
宣亚,2
探,2
连拉,2
绵绵,2
命里,2
降,2
五维,2
比不上,2
女,2
借着,2
老美跌,2
想过,2
4200,2
瞬间,2
摸摸,2
高歌,2
走弱,2
法,2
燃料,2
细细,2
实达,2
深不可测,2
千五,2
六只,2
止跌,2
中有,2
代码,2
签科,2
相比,2
大军,2
明摆,2
抛光,2
守住,2
74904,2
交割,2
卧龙,2
一高开,2
一冲,2
声音,2
如前,2
局部,2
全球股市,2
出力,2
t0,2
已然,2
连长,2
下子,2
钼业,2
罗欣,2
SZ,2
十几天,2
今夜,2
网友,2
迤逦,2
T1,2
今明两天,2
菜鸟,2
盯,2
逼近,2
看头,2
防范,2
水牛,2
主页,2
气体,2
征程,2
活埋,2
特色,2
日游,2
即时,2
大半,2
八个,2
自有,2
卖盘,2
猥琐,2
出不来,2
佩服,2
懒觉,2
万里,2
5GETF,2
关心,2
高高在上,2
日内,2
欢乐,2
灵,2
载满,2
极限,2
左侧,2
主流,2
大亏,2
脚底,2
狂跌,2
挫折,2
外地,2
酒业,2
周初,2
一到,2
2951.33,2
一口气,2
农产,2
难搞,2
周未,2
新清,2
盘口,2
精神,2
大妈,2
面看,2
上边,2
少亏,2
冰点,2
着急,2
米,2
兴国,2
越来越低,2
定价,2
司马懿,2
二周,2
连本带利,2
邮储,2
最长,2
版本,2
一套,2
失误,2
深成指,2
调仓,2
快乐,2
勇敢,2
大肉,2
完善,2
一添,2
燃料电池,2
矜持,2
失真,2
浮云,2
害人不浅,2
筹,2
趴下,2
可能性,2
红旗,2
有助于,2
面值,2
签后,2
罒,2
国内外,2
白皮,2
招,2
赛格,2
释放,2
走向,2
找到,2
枫间,2
水果,2
我会,2
etf159997,2
大好,2
炎炎,2
轧空,2
空涨,2
宣传部,2
对冲,2
稳当,2
主线,2
刷,2
每月,2
职业,2
永远都是,2
越来越近,2
右手,2
冲上去,2
下雨天,2
kdj,2
物业,2
房子,2
开底,2
伴随,2
刚者,2
马甲,2
无限,2
公开,2
果不其然,2
对称,2
追随,2
天山,2
一买,2
漂,2
纪律,2
包钢,2
西部,2
人脉,2
一天天,2
一摸,2
一下子,2
秘籍,2
具体表,2
饲渔,2
烂泥,2
签,2
葫芦娃,2
易折,2
难免,2
忍,2
600352,2
不亏,2
滚下,2
受此,2
烈日当空,2
吸,2
公共,2
命,2
末段,2
下半场,2
有时候,2
建立,2
没脸,2
日盘,2
二三,2
日日,2
上柴,2
5.19,2
再创新高,2
高峰,2
疯牛,2
百个,2
载满了,2
三周,2
一手,2
越秀,2
扶摇,2
70%,2
6.3,2
至柔,2
又创新高,2
承压,2
必看,2
初期,2
一重,2
死水,2
型,2
胆,2
果断,2
yy,2
万年,2
三月,2
半死不活,2
住手,2
氛围,2
耍,2
进凯,2
恶,2
明后,2
正确率,2
顶顶,2
50%,2
累计,2
及前,2
绞肉机,2
试探性,2
打天下,2
转移,2
十元,2
百分之八十,2
逆势,2
处,2
远航,2
金控,2
群里,2
时顶,2
剑客,2
大东海,2
畏畏缩缩,2
意愿,2
危机,2
私企,2
虚拟,2
博瑞,2
渐渐,2
利,2
像是,2
信任,2
2945,2
2820.6,2
打下,2
拼命,2
陪,2
没卖,2
单边,2
3288,2
原地踏步,2
上破,2
一天到晚,2
闲着,2
全靠,2
日常,2
词,2
共舞,2
短短,2
实体,2
神鸡,2
擦,2
综上,2
到明,2
中鼎,2
大洋,2
很差,2
002109,2
广告,2
三分之二,2
爆亏,2
送股,2
引发,2
懒得,2
增发,2
广博,2
大霄,2
静悄悄,2
犹如,2
放出,2
无人,2
网页,2
说服,2
电工,2
一辆,2
李大霄,2
大东,2
百联,2
笔笔,2
到手,2
倒计时,2
走上,2
金钰,2
600688,2
吹牛,2
幸亏,2
眼前,2
轿子,2
星期三,2
冷静,2
附合,2
质地,2
留给,2
所说,2
剩,2
巅峰,2
长电,2
轮流,2
目前为止,2
八家,2
没想到,2
以往,2
75276,2
牢记,2
一点半,2
强拉,2
没想,2
没跌,2
意料,2
快慢,2
少量,2
补充,2
转入,2
仙人,2
同行,2
较大,2
均势,2
儿童,2
打算,2
串阴,2
百分之一,2
半仓,2
和平,2
看重,2
坚定不移,2
拖累,2
在家,2
跌出,2
一举,2
新股申购,2
市梦率,2
一部,2
稳扎,2
草,2
笑话,2
典范,2
微微,2
激情,2
无味,2
全套,2
八十,2
挂单,2
冒充,2
悲,2
价托,2
清空,2
并未,2
借助,2
学问,2
便秘,2
钱要,2
面上,2
动能,2
干到,2
风,2
资金面,2
问问,2
睡,2
一顿,2
摆正位置,2
扭亏,2
观者,2
如图,2
抓紧时间,2
农作,2
半山腰,2
多个,2
浪主,2
补掉,2
快到,2
调下,2
胆小,2
不妙,2
金发,2
智力,2
一门,2
捉妖,2
无数,2
提出,2
作物,2
小阳,2
势必,2
飙升,2
这辈子,2
销声匿迹,2
不香,2
科,2
启,2
看跌,2
硅谷,2
余额,2
万变,2
具体表现,2
亏掉,2
装修,2
汇集,2
死点,2
马,2
弱点,2
大长,2
放水,2
基,2
王者,2
对不起,2
帖,2
赚个,2
小板,2
问询,2
地点,2
不入,2
舒服,2
试试,2
兔,2
于色,2
力道,2
跳台,2
葫芦,2
含糊,2
技师,2
晚,2
反着,2
体验,2
IPO,2
127,2
见光死,2
摆正,2
至阴,2
钱太少,2
自救,2
只见,2
早判,2
泰禾,2
玩跌,2
必破,2
刷新,2
设计,2
06.11,2
符合,2
海容,2
惊喜,2
中级,2
区块,2
黄昏,2
6.09,2
技术型,2
稳是,2
恒顺,2
一塌糊涂,2
2990,2
科大,2
闭关,2
但涨,2
春天,2
司马,2
高出,2
晶晶,2
矿业,2
平快,2
互动,2
扛,2
第一件,2
万到,2
诱惑,2
金股,2
以静,2
拉不动,2
出错,2
合格,2
支票,2
已成定局,2
tm,2
病,2
见解,2
外加,2
结,2
迂回前进,2
微涨,2
3.12,2
钢镚侠,2
倒逼,2
加码,2
拉上去,2
打听,2
日讯,2
欲望,2
人数,2
愿赌服输,2
第五天,2
19.03,2
蔬菜水果,2
口袋,2
勿要,2
良心,2
导,2
一百万,2
兴化,2
半死,2
可想,2
无疑,2
工信部,2
百分之百,2
波导,2
没人接,2
坐稳,2
2909,2
和顺,2
导航,2
棒棒,2
股该,2
加点,2
尿尿流,2
静谧,2
买盘,2
103,2
吃饱,2
真不错,2
活力,2
必会,2
九万,2
所述,2
下星期,2
种子,2
2925,2
服输,2
修复,2
复制,2
远远,2
考验,2
股龄,2
站住,2
小罗,2
扯扯,2
看笑话,2
畏缩,2
保住,2
冻,2
保佑,2
主业,2
收获,2
看起,2
之中,2
弃之可惜,2
迎合,2
保守,2
回答,2
只想,2
拉扯,2
修整,2
枉然,2
勉强,2
反击,2
前为,2
分歧,2
敌人,2
越跌,2
口说,2
先跌,2
收割机,2
一堆,2
指及,2
走大,2
债务,2
抱紧,2
容许,2
起码,2
行者,2
短平快,2
五分钟,2
绞肉,2
检验,2
造势,2
跌倒,2
顽强,2
QF,2
您好,2
天理,2
参数,2
挣点,2
流血,2
SZ000810,2
别急,2
三次,2
趋同,2
困难,2
教育,2
要紧,2
能到,2
倒流,2
不容许,2
拿票,2
n,2
重要性,2
安,2
5800,2
可想而知,2
不谢,2
转牛,2
一流,2
跌势,2
波澜,2
002793,2
跳水队,2
光头,2
直尺,2
回家,2
国电,2
新进,2
688505,2
保证,2
庚子,2
可够,2
优化,2
知足,2
看透,2
方式,2
奶,2
不太,2
上个,2
外部,2
固定,2
体表,2
6G,2
有用,2
到期,2
虚涨,2
搜,2
2943.75,2
状况,2
农牧,2
拉锯,2
叉,2
趴窝,2
强烈建议,2
加多单,2
省广不倒,2
局面,2
通用,2
弦,2
高处,2
农作物,2
幺,2
机遇,2
一步之遥,2
身体,2
男人,2
内心,2
排除,2
大喊,2
纪录,2
笑语,2
如期而至,2
脑瓜,2
5g,2
看吧,2
年初,2
三分之一,2
回味,2
难过,2
高压,2
排队,2
鼓,2
豪美新材,2
套现,2
占优,2
太深,2
看齐,2
讯,2
热烈,2
不要脸,2
小商品,2
拉红,2
九洲,2
高标,2
第五,2
骗人,2
水务,2
涨上,2
之处,2
股权,2
证监会,2
持平,2
00281812,2
满满,2
出击,2
戏,2
禁止,2
没人进,2
缺跌,2
奥,2
苏州,2
止,2
仿佛,2
2957.12,2
没关系,2
香港,2
发了,2
匿迹,2
上好,2
信仰,2
出量,2
回首,2
少女,2
大吉,2
温州,2
延迟,2
数浪,2
火锅,2
突,2
右上角,2
智光,2
冲一冲,2
费劲,2
突突,2
100%,2
点儿,2
深度,2
手续费,2
妹,2
复苏,2
造,2
扯淡,2
鸟股,2
每到,2
叒,2
一鼓作气,2
彩票,2
尾声,2
ma5,2
想千股,2
两桶,2
西红柿,2
步伐,2
挺不错,2
突击,2
蛾子,2
只股,2
选出,2
一千,2
何在,2
季报,2
主做,2
超好,2
内部,2
宝宝,2
余生,2
菜,2
改进,2
拒绝,2
抬高,2
富祥,2
出货量,2
横久必,2
黑色星期,2
如前所说,2
雨露,2
京沪,2
一两分,2
点后,2
恒指,2
豪横,2
几千,2
宏观,2
贵,2
超人,2
丢,2
不加,2
白皮书,2
耗材,2
插上,2
国电电力,2
攻上,2
缘何,2
郭晶晶,2
佰仁,2
期望,2
133,2
韭,2
已过,2
节能,2
不成钢,2
得以,2
弥陀,2
淘宝,2
惊弓,2
单根,2
挺进,2
收在,2
银鸽,2
营销,2
冲进,2
腰斩,2
阵营,2
一刻,2
走势图,2
季节,2
冷水,2
票价,2
抛售,2
投机者,2
祝贺,2
五分,2
公司公告,2
旗面,2
加配,2
友情,2
有助,2
九万里,2
电影,2
索金,2
0.24%,2
红筹,2
老鼠,2
b,2
南湖,2
六千,2
无论如何,2
杉杉,2
稳扎稳打,2
链,2
0.5%,2
用钱,2
八千,2
炸板,2
恨铁不成钢,2
十日,2
浪来,2
中华,2
专列,2
供不应求,2
气死我了,2
外面,2
协鑫,2
流星,2
博士,2
迎驾,2
大爷,2
把戏,2
减轻,2
抗,2
直冲,2
后果,2
国字号,2
尚可,2
ST4,2
中位,2
国新办,2
独特,2
河山,2
呆,2
辛苦,2
小吃,2
奋斗,2
缘,2
醉,2
国六有,2
流转,2
几多,2
高考,2
领头,2
央行,2
阿弥陀佛,2
续命,2
一连,2
拖,2
围观者,2
糊涂,2
距离,2
宇瞳,2
没关,2
因赛,2
爆涨,2
返照,2
肉蛋,2
恨,2
没见,2
瞧一瞧,2
交易量,2
缺量,2
中央宣传部,2
大讲堂,2
刻意,2
龙蟠,2
看能,2
早已,2
21.91%,2
大片,2
悲喜,2
创收,2
战斗机,2
魔鬼,2
1694,2
早间,2
马哥,2
躺,2
制作,2
五丰,2
第三天,2
广发,2
缺乏,2
再现,2
我太难,2
下联,2
讲堂,2
出炉,2
商业,2
世上,2
气死我,2
大湿,2
华天,2
刚进,2
蔬菜,2
跌死,2
600,2
坚强,2
随缘,2
2907,2
看上,2
可喜,2
浙大,2
股票投资,2
工商,2
日期,2
2936,2
出其不意,2
徘徊,2
火,2
吻,2
劳资,2
红宝,2
动静,2
十次,2
老虎,2
擎天柱,2
74034,2
多大,2
大山,2
万个,2
山腰,2
碎片,2
早晚,2
捅,2
拜,2
1400,2
纵横,2
电机,2
留点,2
钝化,2
要死不活,2
警示,2
不意,2
报表,2
周年,2
历程,2
一圈,2
飘,2
快拉,2
复旦,2
拉涨,2
大资,2
吾,2
按钮,2
贵金属,2
超出,2
MACD,2
要务,2
按图,2
预防,2
资金流,2
演了,2
16300,2
新年,2
促,2
归来,2
粤泰,2
夯实,2
保卫战,2
服不服,2
异常,2
06.10,2
福耀,2
加多,2
代表性,2
多好,2
断头,2
43.83%,2
继,2
剑,2
台阶,2
天龙,2
七匹狼,2
卖掉,2
一动,2
新现,2
春节,2
非要,2
成钢,2
发射,2
往年,2
缩缩,2
观,2
上汽,2
002876,2
红红,2
立讯,2
开出,2
严,2
老张,2
资深,2
2942,2
土,2
炎热,2
交易规则,2
墨迹,2
大戏,2
首板,2
越深,2
拉拉扯扯,2
好点,2
称,2
一峰,2
转势,2
油价,2
补不补,2
2400,2
凑,2
哭泣,2
面目,2
早上好,2
优良,2
纸老虎,2
演变,2
7.5,2
助于,2
烟火,2
毕业,2
寒,2
规范,2
转向,2
明摆着,2
角形,2
整,2
一个套,2
轮流转,2
深调,2
极少,2
年内,2
下雨,2
满硕桃,2
J,2
收高,2
方法,2
作对,2
已来,2
火热,2
收不到,2
大崩,2
想起,2
表达,2
好比,2
抛弃,2
一般性,2
证明,2
当空,2
长性,2
极速,2
360,2
美少女,2
一周年,2
路线,2
惊弓之鸟,2
务实,2
